ATC;MEGNEV;ANGOL;HATOANYAG
C02CA03;trimazosin;trimazosin;trimazosin
C02CA04;doxazozin;doxazozin;doxazozin
C02CA05;terazozin;;terazozin
C02CA06;urapidil;urapidil;urapidil
C02CB;alfa- és béta-adrenerg receptor blokkolók;;
C02CC;guanidin származékok;guanidine derivatives;
C02CC01;betanidine;betanidine;betanidine
C02CC02;guanethidine;guanethidine;guanethidine
C02CC03;guanoxan;guanoxan;guanoxan
C02CC04;debrizoquin;debrisoquine;debrizoquin
C02CC05;guanoclor;guanoclor;guanoclor
C02CC06;guanazodine;guanazodine;guanazodine
C02CC07;guanoxabenz;guanoxabenz;guanoxabenz
C02D;arteriolák simaizomzatára ható szerek;arteriolar smooth muscle, agents acting on;
C02DA;thiazid származékok;thiazide derivatives;
C02DA01;diazoxide;diazoxide;diazoxide
C02DB;hydrazino-phtalazin származékok;hydrazinophthalazine derivatives;
C02DB01;dihidralazin;dihidralazin;dihidralazin
C02DB02;hydralazine;hydralazine;hydralazine
C02DB03;endralazine;endralazine;endralazine
C02DB04;cadralazine;cadralazine;cadralazine
C02DC;pyrimidin származékok;pyrimidine derivatives;
C02DC01;minoxidil;minoxidil;minoxidil
C02DD;nitroferricyanid származékok;nitroferricyanide derivatives;
C02DD01;nitroprusside;nitroprusside;nitroprusside
C02DE;kalcium-antagonisták;;
C02DF;nem-tiazid származékok;;
C02DG;guanidin származékok;guanidine derivatives;
C02DG01;pinacidil;pinacidil;pinacidil
C02E;a renin-angiotensin rendszerre ható készítmények;;
C02EA;angiotenzin-konvertáló enzimet blokkolók (ace-gátlók);;
C02K;egyéb vérnyomáscsökkentők;other antihypertensives;
C02KA;alkaloidák, rauwolfia kivételével;alkaloids, excl. rauwolfia;
C02KA01;veratrum;veratrum;veratrum
C02KB;tyrosin hidroxiláz inhibítorok;tyrosine hydroxylase inhibitors;
C02KB01;metirosine;metirosine;metirosine
C02KC;mono-amino-oxidáz gátlók (mao inhibítorok);mao inhibitors;
C02KC01;pargyline;pargyline;pargyline
C02KD;szerotonin antagonisták;serotonin antagonists;
C02KD01;ketanserin;ketanserin;ketanserin
C02L;vérnyomáscsökkentők és vizelethajtók kombinációi;antihypertensives and diuretics in combination;
C02LA;rauwolfia alkaloidák és vizelethajtók kombinációi;rauwolfia alkaloids and diuretics in combination;
C02LA01;rezerpin - diuretikum kombinációk;reserpine and diuretics;rezerpin - diuretikum kombinációk
C02LA02;rescinnamine and diuretics;rescinnamine and diuretics;rescinnamine and diuretics
C02LA03;deserpidine and diuretics;deserpidine and diuretics;deserpidine and diuretics
C02LA04;methoserpidine and diuretics;methoserpidine and diuretics;methoserpidine and diuretics
B02A;antifibrinolítikumok;antifibrinolytics;
B02AA;aminósavak;amino acids;
B02AA01;aminokapronsav;aminocaproic acid;aminokapronsav
B02AA02;tranexámsav;tranexamic acid;tranexámsav
B02AA03;aminomethylbenzoic acid;aminomethylbenzoic acid;aminomethylbenzoic acid
B02AB;proteináz inhibitorok;proteinase inhibitors;
B02AB01;aprotinin;aprotinin;aprotinin
B02AB02;alfa1 antitrypsin;alfa1 antitrypsin;alfa1 antitrypsin
B02AB03;c1-inhibitor;c1-inhibitor;c1-inhibitor
B02AB04;camostat;camostat;camostat
B02B;k-vitamin és egyéb vérzéscsillapító szerek;vitamin k and other hemostatics;
B02BA;k-vitamin;vitamin k;
B02BA01;phytomenadion;phytomenadione;phytomenadion
B02BA02;menadione;menadione;menadione
B02BB;fibrinogén;fibrinogen;
B02BB01;human fibrinogen;human fibrinogen;human fibrinogen
B02BC;lokális hemosztatikumok;local hemostatics;
B02BC01;zselatin-szivacs (felszívódó);zselatin-szivacs (felszívódó);zselatin-szivacs (felszívódó)
B02BC02;oxidized cellulose;oxidized cellulose;oxidized cellulose
B02BC03;tetragalacturonic acid hydroxymethylester;tetragalacturonic acid hydroxymethylester;tetragalacturonic acid hydroxymethylester
B02BC05;adrenalone;adrenalone;adrenalone
B02BC06;thrombin;thrombin;thrombin
B02BC07;collagen;collagen;collagen
B02BC08;calcium alginate;calcium alginate;calcium alginate
B02BC09;epinephrine;epinephrine;epinephrine
B02BC10;fibrinogen, human;fibrinogen, human;fibrinogen, human
B02BD;véralvadási faktorok;blood coagulation factors;véralvadási faktorok
B02BD01;ix.-ii.-vii.-x.koagulációs faktorok kombinációi;ix.-ii.-vii.-x.koagulációs faktorok kombinációi;ix.-ii.-vii.-x.koagulációs faktorok kombinációi
B02BD02;coagulation factor viii;coagulation factor viii;coagulation factor viii
B02BD03;bypassing aktivitású faktor viii.inhibitor;bypassing aktivitású faktor viii.inhibitor;bypassing aktivitású faktor viii.inhibitor
B02BD04;ix. koagulációs faktor;ix. koagulációs faktor;ix. koagulációs faktor
B02BD05;vii.koagulációs faktor;vii.koagulációs faktor;vii.koagulációs faktor
J03CB02;;;
N05AP01;;;
G04CA52;tamsulosin and dutasteride;tamsulosin and dutasteride;tamsulosin and dutasteride
A02AA03;magnesium peroxide;magnesium peroxide;magnesium peroxide
A02AA04;magnézium-hidroxid;magnesium hydroxide;magnézium-hidroxid
A02AA05;magnesium silicate;magnesium silicate;magnesium silicate
A02AA10;magnézium-vegyület kombinációi;combinations;magnézium-vegyület kombinációi
A02AB;alumínium-vegyületek;aluminium compounds;
A02AB01;aluminium hydroxide;aluminium hydroxide;aluminium hydroxide
A02AB02;algeldrate;algeldrate;algeldrate
A02AB03;aluminium phosphate;aluminium phosphate;aluminium phosphate
A02AB04;dihydroxialumini sodium carbonate;dihydroxialumini sodium carbonate;dihydroxialumini sodium carbonate
A02AB05;aluminium acetoacetate;aluminium acetoacetate;aluminium acetoacetate
A02AB06;aloglutamol;aloglutamol;aloglutamol
A02AB07;aluminium glycinate;aluminium glycinate;aluminium glycinate
A02AB10;alumínium-vegyület kombinációi;combinations;alumínium-vegyület kombinációi
A02AC;kalcium-vegyületek;calcium compounds;
A02AC01;calcium carbonate;calcium carbonate;calcium carbonate
A02AC02;calcium silicate;calcium silicate;calcium silicate
A02AC10;kalcium-vegyület kombinációi;combinations;kalcium-vegyület kombinációi
A02AD;alumínium-, kalcium- és magnézium-vegyületek kombinációi és komplexei;combinations and complexes of aluminium, calcium and magnesium compounds;
A02AD01;egyszerű aluminium-, kalcium-, magnézium-sók kombinációi;ordinary salt combinations;egyszerű aluminium-, kalcium-, magnézium-sók kombinációi
A02AD02;magaldrate;magaldrate;magaldrate
A02AD03;almagate;almagate;almagate
A02AD04;hidrotalcit;hydrotalcite;hidrotalcit
A02AD05;almasilate;almasilate;almasilate
A02AF;antacidok és felfúvódás-elleni szerek kombinációi;antacids with antiflatulents;
A02AF01;magaldrat és felfúvódás-elleni szerek;magaldrate and antiflatulents;magaldrat és felfúvódás-elleni szerek
A02AF02;ordinary salt combinations and antiflatulents;ordinary salt combinations and antiflatulents;ordinary salt combinations and antiflatulents
A02AG;antacidok görcsoldókkal;antacids with antispasmodics;
A02AH;nátrium-hidrogénkarbonát tartalmú antacidok;antacids with sodium bicarbonate;
A02AX;egyéb antacid-kombinációk;antacids, other combinations;
A02B;peptikus fekély kezelésének gyógyszerei;drugs for treatment of peptic ulcer;
A02BA;H2-receptor blokkolók;H2-receptor antagonists;
A02BA01;cimetidin;cimetidine;cimetidin
A02BA02;ranitidin;ranitidine;ranitidin
A02BA03;famotidin;famotidine;famotidin
A02BA04;nizatidin;nizatidine;nizatidin
A02BA05;niperotidin;niperotidine;niperotidine
A02BA06;roxatidin;roxatidine;roxatidine
A02BA07;ranitidin - bizmut-citrát kombináció;ranitidine bismuth citrate;ranitidin - bizmut-citrát kombináció
A02BA51;cimetidine kombinációi;cimetidine, combinations;cimetidine kombinációi
A02BB;prosztaglandinok;prostaglandins;
A02BB01;misoprostol;misoprostol;misoprostol
A02BB02;enprostil;enprostil;enprostil
A02BC;proton pumpa inhibítorok;proton pump inhibitors;
A02BC01;omeprazol;omeprazole;omeprazol
A02BC02;pantoprazol;pantoprazole;pantoprazol
A02BC03;lansoprazol;lansoprasole;lansoprazol
A02BC04;rabeprazol;rabeprazole;rabeprazol
A02BC05;esomeprazol;esomeprazole;esomeprazol
A02BD;combinations for eradication of helicobacter pylori;combinations for eradication of helicobacter pylori;
A02BD01;omeprazole, amoxicillin and metronidazole;omeprazole, amoxicillin and metronidazole;omeprazole, amoxicillin and metronidazole
A02BD02;lansoprazole, tetracycline and metronidazole;lansoprazole, tetracycline and metronidazole;lansoprazole, tetracycline and metronidazole
A02BD03;lansoprazole, amoxicillin and metronidazole;lansoprazole, amoxicillin and metronidazole;lansoprazole, amoxicillin and metronidazole
A02BD04;pantoprazole, amoxicillin and clarithromycin;pantoprazole, amoxicillin and clarithromycin;pantoprazole, amoxicillin and clarithromycin
A02BD05;omeprazole, amoxicillin and clarithromycin;omeprazole, amoxicillin and clarithromycin;omeprazole, amoxicillin and clarithromycin
A02BX;peptikus fekély kezelésének egyéb gyógyszerei;other drugs for treatment of peptic ulcer;
A02BX01;carbenoxolone;carbenoxolone;carbenoxolone
A02BX02;sucralfat;sucralfate;sucralfat
A02BX03;pirenzepin;pirenzepine;pirenzepin
A02BX04;methiosulfonium chloride;methiosulfonium chloride;methiosulfonium chloride
A02BX05;bizmut-szubcitrát;bismuth subcitrate;bizmut-szubcitrát
A02BX06;proglumide;proglumide;proglumide
A02BX07;gefarnate;gefarnate;gefarnate
A02BX08;sulglicotide;sulglicotide;sulglicotide
A02BX09;acetoxolone;acetoxolone;acetoxolone
A02BX10;zolimidine;zolimidine;zolimidine
A02BX11;troxipide;troxipide;troxipide
A02BX12;bizmut-sók;bismuth subnitrate;bizmut-sók
A02BX51;carbenoxolone, combinations excl. psycholeptics;carbenoxolone, combinations excl. psycholeptics;carbenoxolone, combinations excl. psycholeptics
A02BX71;carbenoxolone, combinations with psycholeptics;carbenoxolone, combinations with psycholeptics;carbenoxolone, combinations with psycholeptics
A02BX77;gefarnate, combinations with psycholeptics;gefarnate, combinations with psycholeptics;gefarnate, combinations with psycholeptics
A02D;felfúvódás elleni szerek;antiflatulents;
A02DA;felfúvódás elleni szerek;antiflatulents;
A02DA01;szilikonok;silicones;szilikonok
A02DA51;szlikon származékok, kombinációk;;szlikon származékok, kombinációk
A02E;regurgitáció elleni szerek;antiregurgitants;
A02EA;regurgitáció elleni szerek;antiregurgitants;
A02EA01;alginic acid;alginic acid;alginic acid
A02X;egyéb antacidumok, peptikus fekély és felvúvódás elleni készítmények;other antacids, drugs for treatment of peptic ulcer and flatulence;
A02XA;egyéb antacidok, peptikus fekély és felfúvódás elleni készitmények;;
A03;görcsoldók, antikolinerg és propulzív szerek;antispasmodic and anticholinergic agents and propulsives;
B02BD06;von willebrand faktor - viii.koagulációs faktor kombináció;von willebrand faktor - viii.koagulációs faktor kombináció;von willebrand faktor - viii.koagulációs faktor kombináció
B02BD07;coagulation factor xiii;coagulation factor xiii;coagulation factor xiii
B02BD08;eptacog alfa (activated);eptacog alfa (activated);eptacog alfa (activated)
B02BD09;nonacog alfa;nonacog alfa;nonacog alfa
B02BD30;thrombin;thrombin;thrombin
B02BX;egyéb szisztémás hemosztatikumok;other systemic hemostatics;
B02BX01;etamsilát;etamsilát;etamsilát
B02BX02;carbazochrome;carbazochrome;carbazochrome
B02BX03;batroxobin;batroxobin;batroxobin
B02BX19;egyéb szisztémás hemostatikumok;;egyéb szisztémás hemostatikumok
B03;vérszegénység elleni készítmények;antianemic preparations;
B03A;vaskészítmények;iron preparations;
B03AA;fe(ii) orális készítményei;iron bivalent, oral preparations;
B03AA01;ferrous glycine sulfate;ferrous glycine sulfate;ferrous glycine sulfate
B03AA02;ferrous fumarate;ferrous fumarate;ferrous fumarate
B03AA03;vas(ii)-glukonát;vas(ii)-glukonát;vas(ii)-glukonát
B03AA04;ferrous carbonate;ferrous carbonate;ferrous carbonate
B03AA05;ferrous chloride;ferrous chloride;ferrous chloride
B03AA06;ferrous succinate;ferrous succinate;ferrous succinate
B03AA07;vas(ii)-szulfát;vas(ii)-szulfát;vas(ii)-szulfát
B03AA08;ferrous tartrate;ferrous tartrate;ferrous tartrate
B03AA09;ferrous aspartate;ferrous aspartate;ferrous aspartate
B03AA10;ferrous ascorbate;ferrous ascorbate;ferrous ascorbate
B03AA11;ferrous iodine;ferrous iodine;ferrous iodine
B03AB;fe(iii) orális készítményei;iron trivalent, oral preparations;
B03AB01;ferric sodium citrate;ferric sodium citrate;ferric sodium citrate
B03AB02;vas(iii)-oxid-szacharát;saccharated iron oxide;vas(iii)-oxid-szacharát
B03AB03;sodium feredetate;sodium feredetate;sodium feredetate
B03AB04;ferric hydroxide;ferric hydroxide;ferric hydroxide
B03AB05;(vas(iii)-oxid)-polimaltóz komplex;(vas(iii)-oxid)-polimaltóz komplex;(vas(iii)-oxid)-polimaltóz komplex
B03AB06;ferric citrate;ferric citrate;ferric citrate
B03AB07;chondroitin sulfate-iron complex;chondroitin sulfate-iron complex;chondroitin sulfate-iron complex
B03AB08;ferric acetyl transferrin;ferric acetyl transferrin;ferric acetyl transferrin
B03AB09;ferric proteinsuccinylate;ferric proteinsuccinylate;ferric proteinsuccinylate
B03AC;fe parenterális készítményei;iron, parenteral preparations;fe parenterális készítményei
B03AC01;dextriferron;dextriferron;dextriferron
B03AC02;saccharated iron oxide;saccharated iron oxide;saccharated iron oxide
B03AC03;vas(iii)-szorbit-citrát komplex;iron-sorbitol-citric acid complex;vas(iii)-szorbit-citrát komplex
B03AC05;vas(ii)-szorbit-glukonát;ferric sorbitol gluconic acid complex;vas(ii)-szorbit-glukonát
B03AC06;ferric oxide dextran complex;ferric oxide dextran complex;ferric oxide dextran complex
B03AC19;nátrium-ferriglukonát;;háromértékű vas, parenteralis készítmények (b03ac19)
B03AD;vas és folsav kombinációi;iron in combination with folic acid;
B03AD01;ferrous amino acid complex;ferrous amino acid complex;ferrous amino acid complex
B03AD02;ferrous fumarate;ferrous fumarate;ferrous fumarate
B03AD03;vas(ii)-szulfát - folsav kombináció;ferrous sulfate;vas(ii)-szulfát - folsav kombináció
B03AE;vas egyéb kombinációi;iron in other combinations;
B03AE01;vas, b12-vitamin és folsav komb.;vas, b12-vitamin és folsav komb.;vas, b12-vitamin és folsav komb.
B03AE02;iron, multivitamins and folic acid;iron, multivitamins and folic acid;iron, multivitamins and folic acid
B03AE03;iron and multivitamins;iron and multivitamins;iron and multivitamins
B03AE04;iron, multivitamins and minerals;iron, multivitamins and minerals;iron, multivitamins and minerals
B03AE10;various combinations;various combinations;various combinations
B03AX;egyéb vérképző szerek;;
B03B;b12-vitamin és folsav;vitamin b12 and folic acid;
B03BA;b12-vitamin (cyanocobalamin és származékai);vitamin b12 (cyanocobalamin and analogues);
B03BA01;cianokobalamin;cyanocobalamin;cianokobalamin
B03BA02;cyanocobalamin tannin complex;cyanocobalamin tannin complex;cyanocobalamin tannin complex
B03BA03;hidroxokobalamin;hydroxocobalamin;hidroxokobalamin
B03BA04;cobamamide;cobamamide;cobamamide
B03BA51;cyanocobalamin, combinations;cyanocobalamin, combinations;cyanocobalamin, combinations
B03BA53;hydroxocobalamin, combinations;hydroxocobalamin, combinations;hydroxocobalamin, combinations
B03BB;folsav és származékai;folic acid and derivatives;
B03BB01;folsav;folic acid;folsav
B03BB51;folic acid, combinations;folic acid, combinations;folic acid, combinations
B03X;egyéb vérszegénység elleni készítmények;other antianemic preparations;
B03XA;egyéb vérszegénység elleni készítmények;other antianemic preparations;
B03XA01;eritropoietin (epo);eritropoietin (epo);eritropoietin (epo)
B04;szérum lipidszintet csökkentő szerek;;
A10BG03;pioglitazone;pioglitazone;pioglitazone
A10BX;egyéb orális antidiabetikumok;other oral blood glucose lowering drugs;
A10BX01;guar gumi;guar gum;guar gumi
A10BX02;repaglinid;repaglinide;repaglinid
A10BX03;nateglinid;nateglinide;nateglinid
A10X;diabétesz kezelésében használatos egyéb gyógyszerek;other drugs used in diabetes;
A10XA;aldóz reduktáz inhibítorok;aldose reductase inhibitors;
A10XA01;tolrestat;tolrestat;tolrestat
A11;vitaminok;vitamins;
P01AR53;glycobiarsol, combinations;glycobiarsol, combinations;glycobiarsol, combinations
P01AX;egyéb amöbicidek;other agents against amoebiasis and other protozoal diseases;
P01AX01;chiniofon;chiniofon;chiniofon
L04AB06;golimumab;;golimumab
P01AX02;emetine;emetine;emetine
P01AX04;phanquinone;phanquinone;phanquinone
P01AX05;mepacrine;mepacrine;mepacrine
P01AX06;atovaquone;atovaquone;atovaquone
P01AX07;trimetrexate;trimetrexate;trimetrexate
P01AX08;tenonitrozole;tenonitrozole;tenonitrozole
P01AX09;dihydroemetine;dihydroemetine;dihydroemetine
P01AX52;emetine, combinations;emetine, combinations;emetine, combinations
P01B;maláriaellenes szerek;antimalarials;
P01BA;aminokinolonok származékok;aminoquinolines;
P01BA01;klorokin;klorokin;klorokin
P01BA02;hydroxychloroquine;hydroxychloroquine;hydroxychloroquine
P01BA03;primaquine;primaquine;primaquine
P01BA05;meflokin;;meflokin
P01BA06;amodiaquine;amodiaquine;amodiaquine
P01BB;biguanidok;biguanides;
P01BB01;proguanil;proguanil;proguanil
P01BB02;cycloguanil embonate;cycloguanil embonate;cycloguanil embonate
P01BB51;proguanil, combinations;proguanil, combinations;proguanil, combinations
P01BC;kinin-alkaloidok;methanolquinolines;
P01BC01;quinine;quinine;quinine
P01BC02;mefloquine;mefloquine;mefloquine
P01BD;diamino-pirimidinek;diaminopyrimidines;
P01BD01;pirimetamin;pyrimethamine;pirimetamin
P01BD51;pyrimethamine, combinations;pyrimethamine, combinations;pyrimethamine, combinations
P01BE;artemisinin and derivatives;artemisinin and derivatives;
P01BE01;artemisinin;artemisinin;artemisinin
P01BE02;artemether;artemether;artemether
P01BE03;artesunate;artesunate;artesunate
P01BE04;artemotil;artemotil;artemotil
P01BE05;artenimol;artenimol;artenimol
P01BE52;artemether, combinations;artemether, combinations;artemether, combinations
P01BX;other antimalarials;other antimalarials;
P01BX01;halofantrine;halofantrine;halofantrine
P01C;leishmaniasis és trypanosomiasis elleni szerek;agents against leishmaniasis and trypanosomiasis;
P01CA;nitro-imidazol származékok;nitroimidazole derivatives;
P01CA02;benznidazole;benznidazole;benznidazole
P01CB;antimon vegyületek;antimony compounds;
P01CB01;meglumine antimonate;meglumine antimonate;meglumine antimonate
P01CB02;sodium stibogluconate;sodium stibogluconate;sodium stibogluconate
P01CC;nitrofurán származékok;nitrofuran derivatives;
P01CC01;nifurtimox;nifurtimox;nifurtimox
P01CC02;nitrofural;nitrofural;nitrofural
P01CD;arzén vegyületek;arsenic compounds;
P01CD01;melarsoprol;melarsoprol;melarsoprol
P01CD02;acetarsol;acetarsol;acetarsol
P01CX;other agents against leishmaniasis and trypanosomiasis;other agents against leishmaniasis and trypanosomiasis;
P01CX01;pentamidine isethionate;pentamidine isethionate;pentamidine isethionate
P01CX02;suramin sodium;suramin sodium;suramin sodium
P01CX03;eflornithine;eflornithine;eflornithine
P01X;egyéb protozoon elleni szerek;;
P01XA;pneumocystis carinii ellenes szerek;;
P02;féregűzők;anthelmintics;
P02A;schistosoma elleni szerek;;
P02B;trematoda elleni szerek;antitrematodals;
P02BA;kinolin származékok;quinoline derivatives and related substances;
P02BA01;praziquantel;praziquantel;praziquantel
P02BA02;oxamniquine;oxamniquine;oxamniquine
P02BB;szerves-foszfát vegyületek;organophosphorous compounds;
P02BB01;metrifonate;metrifonate;metrifonate
P02BX;trematoda elleni egyéb szerek;other antitrematodal agents;
