ID;KOD;LEIRAS
34883;S2790;K.m.n. mellkasi szerv sérülése
34885;S2801;A mellkas összenyomatásos sérülése
34889;S2970;A mellkas többszörös sérülése
34896;S3080;A has és medence egyéb felületes sérülései
34898;S3100;A hát alsó részének és medencének nyílt sebe
34899;S3110;A hasfal nyílt sebe
34912;S3240;Az acetabulum törése
34923;S3370;Az ágyéki csigolyák és medence egyéb részeinek rándulása és húzódása
34928;S3440;A lumboscaralis plexus sérülése
34937;S3550;Az arteria iliacák sérülése
34941;S3600;A lép sérülése
34951;S3700;A vese sérülése
34953;S3720;A húgyhólyag sérülése
34969;S3900;A has és medence izmainak és inainak sérülése
39621;O0652;K.m.n. komplett vet. ivarszervi és medencei fert. középidos
39760;O2680;Veszélyeztetett terhesség egyéb, ismert okok miatt
40742;O4500;Korai lepényleválás véralvadási zavarral
37332;X53H0;Élelemhiány
40820;O7160;A medence ízületeinek, és szalagjainak szülési károsodása
78515;I2602;Szubmasszív tüdoembolia heveny pulmonalis szívbetegség említésével
53708;K6501;Abscessus abdominopelvicus
53710;K6503;Abscessus omenti
53712;K6505;Abscessus retrocoecalis
53714;K6507;Abscessus subhepaticus
40921;O9050;Thyreoditis szülés után
41607;P0070;Magzat, újszülött betegsége az anyán végzett k.m.n. orv. beav. miatt
41672;P1190;A központi idegrendszer szülési sérülése, k.m.n.
41693;P1490;A perifériás idegrendszer szülési sérülései, k.m.n.
42611;Q0100;Frontális agyvelősérv
42623;Q0420;Előagyhiány
42724;Q2140;Aortopulmonalis septumdefectus
34972;S3980;A has és medence egyéb specifikus sérülése
34981;S4180;A vállöv egyéb és k.m.n. részének nyílt sebe
34983;S4210;Lapocka-törés
39439;J1780;Tüdőgyulladás egyéb, máshova osztályozott betegségekben
39441;J1810;Lobaris tüdőgyulladás, k.m.n.
39443;J1880;Egyéb tüdőgyulladás, kórokozó, k.m.n.
39445;J2000;Heveny bronchitis Mycoplasma pneumoniaetól
39465;J3110;Idült nasopharyngitis
39466;J3120;Idült pharyngitis
39474;J3300;Orrüreg-polypus
39476;J3380;Egyéb melléküreg polypus
39478;J3400;Az orr tályogja, furunculusa és carbunculusa
39480;J3420;Orrsövény-elferdülés
39495;J3830;A hangszalagok egyéb betegségei
39514;J4380;Egyéb emphysema
39529;J6280;Pneumoconiosis kvarctartalmú egyéb poroktól
40867;O8310;Egyéb műfogásos szülés farfekvés esetén
40869;O8330;Élő magzat szülése hasűri terhességben
41069;E0620;Idült pajzsmirigy gyulladás átmeneti thyreotoxicosissal
41076;E0780;A pajzsmirigy egyéb betegségei
41113;E1350;Egyéb megjelölt cukorbaj perifériás keringési szövődményekkel
41132;E1630;Fokozott glucagon elválasztás
37339;X62H0;Szándékos önmérgezés narkotikumok és psychodyslepticumok által, m.n.o.
33451;R3920;Extrarenalis uraemia
33462;R4300;Anosmia
33476;R4550;Ellenkezéshajlam
33487;R4670;Bőbeszédűség és kontaktust hátráltató körülményeskedés
33488;R4680;A külső megjelenéssel-magatartással kapcs. egyéb panaszok és tünete
33493;R4810;Agnosia
33502;R5090;Láz, k.m.n.
33511;R5600;Lázas görcsállapotok
33528;R6280;Az elvárható normális élettani fejlődés egyéb hiányosságai
39352;I8700;Visszérgyulladás utáni tünetegyüttes
39378;I9800;Szív és érrendszeri syphilis
39413;J1200;Adenovirus pneumonia
38784;A4280;Sugárgomba fertőzés egyéb formái
38787;A4310;Bőr nocardiosis
34991;S4310;Az acromioclavicularis ízület ficama
34994;S4340;A vállízület rándulása és húzódása
35002;S4440;A nervus musculocutaneus sérülése
35007;S4500;Az arteria axillaris sérülése
35029;S5010;Az alkar egyéb és k.m.n. részeinek zúzódása
35031;S5080;Az alkar egyéb felületes sérülései
35047;S5300;A radius fejecs ficama
35048;S5310;A könyök k.m.n. részének ficama
35053;S5410;A N. medianus sérülése az alkar szintjében
35059;S5500;Az arteria ulnaris sérülése az alkar szintjében
35062;S5570;Az alkar több erének sérülése
35068;S5630;A hüvelykujj feszítő-távolító izmai-inai sérülése az alkar szintjéb
35071;S5670;Több izom és ín sérülése az alkar szintjében
35079;S5970;A könyök és alkar többszörös sérülése
39637;O0710;Sikertelen terhességmegszakítás elhúzódó vagy erős vérzéssel
39639;O0712;Sikertelen terhességmegsz. elhúzódó vagy eros vérz. középidos
39648;O0742;Sikertelen terhességmegszakítás szöv. nélkül középidos
38788;A4380;Nocardiosis egyéb formái
38792;A4480;Bartonellosis egyéb formái
38798;A4830;Toxikus shock syndroma
38799;A4840;Brazil purpurás láz
40598;K3110;Felnőttkori hypertrophiás pylorus szűkület
40666;K5290;Nem fertőzéses k.m.n. gastroenteritis és colitis
40671;K5590;A belek vascularis rendellenessége k.m.n.
33152;M9490;Porcrendellenesség, k.m.n.
33155;M9520;A fej egyéb szerzett deformitása
33170;M9900;Segmentalis és somaticus dysfunctio
33179;M9990;Biomechanikai károsodás, k.m.n.
39654;O0762;Sikertelenül megkís. egyéb és k.m.n. vet. elhúzódó vérz. középidos
39661;O0790;Sikertelen egyéb és k.m.n. vetélés szövődmény nélkül
39662;O0791;Sikertelen egyéb és k.m.n. vetélés szöv. nélkül korai (12. hétig)
39663;O0792;Sikertelen egyéb és k.m.n. vetélés szöv. nélkül középidos
39665;O0801;Vetélés, méhen kívüli és üszögterh. utáni genitalis fert. korai(12.hét
39674;O0831;Vetélést, méhen kívüli és üszögterh. követo shock korai (12.hétig)
39675;O0832;Vetélést, méhen kívüli és üszögterh. követo shock középidos
39679;O0850;Vetélést, méhen kívüli és üszögterhességet követő anyagcserezavarok
39685;O0870;Vetélést, méhen kívüli és üszögterhességet követő vénás szövődménye
39693;O0892;Vetélést, méhen kívüli és üszögterh. követo szöv. k.m.n. középidos
39694;O1000;Terhességet, szülést, gyermekágyat komplikáló elôzetes hypertonia
41211;E3420;Ectopiás hormontermelés, m.n.o.
37426;Y3550;Törvényes kivégzés
37428;Y3570;Törvényes beavatkozás k.m.n. módon
37439;Y4000;Penicillinek
43342;M5090;Nyaki porckorong rendellenesség, k.m.n.
43345;M5120;Egyéb meghatározott intervertebrális discus dislocatio
43364;M5490;Dorsalgia, k.m.n.
43365;M6000;Fertőzéses myositis
43366;M6010;Interstitialis myositis
43369;M6090;Myositis, k.m.n.
43374;Q2891;A közp. idegrendsz. és/vagy burkainak veleszületett ér rendell., k.m.n
41473;L0290;Bőrtályog, kelés, carbunculus, k.m.n.
41496;L1004;Igen súlyos pemphigus vulgaris, (szövodmémyes forma)
41521;L1390;Bullosus rendellenesség, k.m.n.
35591;T3790;Systemás k.m.n. fert. elleni szerek, antiparasiticumok okozta mérgezés
35596;T3831;Enyhe és kp. súlyos insulin és oralis antidiabeticumok által okozott mérgezés
35598;T3840;Orális fogamzásgátlók által okozott mérgezés
35607;T3910;4-aminophenol -származékok által okozott mérgezés
33977;N0540;Nem meghatározott nephritis syndroma, diffúz-endocapillaris prol.glom.
39192;D2100;A fej, arc, nyak kötőszövete és egyéb lágyszövete jóindulatú dagana
39199;D2190;Kötőszövet és egyéb lágyszövet jóindulatú daganata, k.m.n.
39201;D2210;A szemhéj, szemzug festéksejtes naevusai
39205;D2250;A törzs festéksejtes naevusai
39207;D2270;Az alsó végtag és csípő festéksejtes naevusai
39215;D2360;A felső végtag és váll bőrének jóindulatú daganata
40493;K0890;A fogak és támasztó szöveteik betegsége k.m.n.
40496;K0920;Egyéb állcsonti cysták
40501;K1020;Az állcsontok gyulladásos elváltozásai
40506;K1110;Nyálmirigytúltengés
40508;K1130;Nyálmirigytályog
40512;K1170;A nyáltermelés rendellenességei
40515;K1200;Recurráló aphthák a szájban
40536;K2100;Gastrooesophagealis reflux, oesophagitissel
40548;K2310;Megaoesophagus Chagas-kórban (B57.3+)
40555;K2550;Gyomorfekély idült vagy k.m.n. átfúródással
40558;K2590;Gyomorfekély nem heveny, nem idült, vérzés vagy átfúródás nélkül
40574;K2760;Pepticus fekély k.m.n. helyen, idült - k.m.n. vérzéssel - átfúródással
36232;Y6550;Nem megfelelő műtét végrehajtása
37346;X69H0;Szándékos önmérgezés k.m.n. vegyszerek és mérgező anyagok által
37209;W16H0;Vízbeugrásból-lemerülésből származó baleset vízbefúlás-elmerülés ki
36265;Y8470;Vérvétel
36288;Y9070;200-239 mg/100 ml véralkohol-szint
36292;Y9110;Közepes fokú alkohol mérgezés
36294;Y9130;Nagyon súlyos alkohol mérgezés
36301;Z0001;Járóbeteg első szakorvosi ellátása a kórházi ápolást követően
34478;C58H0;A méhlepény rosszindulatú daganata
34484;C61H0;A prostata rosszindulatú daganata
34494;C64H0;A vese rosszindulatú daganata, kivéve a vesemedencét
34495;C65H0;A vesemedence rosszindulatú daganata
34496;C66H0;A húgyvezeték (ureter) rosszindulatú daganata
37531;Z5950;Nagyfokú szegénység
37536;Z6000;Életszakaszok közötti átmenet problémái
37542;Z6080;Szociális környezettel kapcsolatos egyéb problémák
43379;Q3080;Az orr egyéb veleszületett rendellenességei
43384;Q3130;Gégesérv (laryngocele)
43402;Q3400;Mellhártya-rendellenesség
43406;Q3500;A keményszájpad kétoldali hasadéka
43409;Q3530;A lágyszájpad egyoldali hasadéka
43410;Q3540;A lágy- és keményszájpad együttes kétoldali hasadéka
43437;Q3910;A nyelőcső atresiája légcső-nyelőcső sipollyal
43669;C1320;A hypopharynx hátsó falának rosszindulatú daganata
43670;C1321;A hypopharynx hátsó falának rosszindulatú daganata I. stádium
43671;C1322;A hypopharynx hátsó falának rosszindulatú daganata II. stádium
43672;C1323;A hypopharynx hátsó falának rosszindulatú daganata III. stádium
43673;C1324;A hypopharynx hátsó falának rosszindulatú daganata IV. stádium
43674;C1380;A hypopharynx átfedő elváltozása, rosszindulatú daganata
43675;C1381;A hypopharynx átfedo elváltozása, rosszindulatú dag. I. stádium
43676;C1382;A hypopharynx átfedo elváltozása, rosszindulatú dag. II. stádium
43677;C1383;A hypopharynx átfedo elváltozása, rosszindulatú dag. III. stádium
43678;C1384;A hypopharynx átfedo elváltozása, rosszindulatú dag. IV. stádium
43679;C1390;Hypopharynx rosszindulatú daganata, k.m.n.
43680;C1391;Hypopharynx rosszindulatú daganata, k.m.n. I. stádium
43681;C1392;Hypopharynx rosszindulatú daganata, k.m.n. II. stádium
43682;C1393;Hypopharynx rosszindulatú daganata, k.m.n. III. stádium
43683;C1394;Hypopharynx rosszindulatú daganata, k.m.n. IV. stádium
43684;C1400;Garat rosszindulatú daganata, k.m.n.
43685;C1401;Garat rosszindulatú daganata, k.m.n. I. stádium
43686;C1402;Garat rosszindulatú daganata, k.m.n. II. stádium
43687;C1403;Garat rosszindulatú daganata, k.m.n. III. stádium
43688;C1404;Garat rosszindulatú daganata, k.m.n. IV. stádium
43689;C1410;Laryngopharynx rosszindulatú daganata
43690;C1411;Laryngopharynx rosszindulatú daganata I. stádium
43691;C1412;Laryngopharynx rosszindulatú daganata II. stádium
43692;C1413;Laryngopharynx rosszindulatú daganata III. stádium
43693;C1414;Laryngopharynx rosszindulatú daganata IV. stádium
43694;C1420;Waldeyer-gyűrű rosszindulatú daganata
43695;C1421;Waldeyer-gyuru rosszindulatú daganata I. stádium
43696;C1422;Waldeyer-gyuru rosszindulatú daganata II. stádium
43697;C1423;Waldeyer-gyuru rosszindulatú daganata III. stádium
43698;C1424;Waldeyer-gyuru rosszindulatú daganata IV. stádium
43699;C1480;Az ajak, a szájüreg és a garat átfedő elváltozása, rosszind. dagana
43700;C1481;Az ajak, a szájüreg és a garat átfedo elvált., rossz. dag. I.st.
43701;C1482;Az ajak, a szájüreg és a garat átfedo elvált., rossz. dag. II.st.
43702;C1483;Az ajak, a szájüreg és a garat átfedo elvált., rossz. dag. III.st.
43703;C1484;Az ajak, a szájüreg és a garat átfedo elvált., rossz. dag. IV.st.
43704;C1500;A nyelőcső nyaki szakaszának rosszindulatú daganata
43705;C1510;A nyelőcső mellüregi szakaszának rosszindulatú daganata
43706;C1520;A nyelőcső hasi szakaszának rosszindulatú daganata
43707;C1530;A nyelőcső felső harmadának rosszindulatú daganata
43708;C1540;A nyelőcső középső harmadának rosszindulatú daganata
43709;C1550;A nyelőcső alsó harmadának rosszindulatú daganata
43710;C1580;A nyelőcső átfedő elváltozása, rosszindulatú daganata
43711;C1590;Nyelőcső rosszindulatú daganata, k.m.n.
43442;Q3960;Nyelőcső-gurdély
34006;N0830;Glomerulopathia diabetes mellitusban (E10-E14+,a negyedik számjegy .2)
34009;N0880;Glomerularis rendellenességek egyéb máshová osztályozott betegségekben
34017;N1310;Hydronephrosis ureter-stricturával, m.n.o.
34024;N1380;Egyéb obstructiv és reflux uropathia
39792;O3240;Veszélyezt. terhesség terminusban bemenet felett mozgó koponya miatt
40062;B8380;Egyéb meghatározott helminthiasisok
40078;B8810;Tungiasis [homoki bolha infestatio]
40082;B8890;Parazita fertőzés k.m.n.
40091;B9093;Post tbc-s, tüdő fibrotikus léziói
35822;V7440;Autóbusz-utas sérülése nehézjárművel-busszal ütk.ben, fel-leszállás
35833;V7560;Autóbusz-utas sérülése személy-tehervonattal ütközésben, közl. baleset
35834;V7570;Autóbusz-külső utas sérülése személy-tehervonattal ütk.ben, közl.ba
43712;C1600;Gyomorszáj rosszindulatú daganata
43713;C1610;Gyomorfundus rosszindulatú daganata
43714;C1620;Gyomor corpus rosszindulatú daganata
43715;C1630;Antrum pylori rosszindulatú daganata
43716;C1640;Pylorus rosszindulatú daganata
43717;C1650;Gyomor kisgörbület rosszindulatú daganata, k.m.n.
43718;C1660;Gyomor nagygörbület rosszindulatú daganata, k.m.n.
43719;C1680;A gyomor átfedő elváltozása, rosszindulatú daganata
43720;C1690;Gyomor rosszindulatú daganata, k.m.n.
43721;C1700;Duodenum rosszindulatú daganata
43722;C1710;Jejunum rosszindulatú daganata
43723;C1720;Ileum rosszindulatú daganata
43724;C1730;Meckel-féle diverticulum rosszindulatú daganata
43725;C1780;A vékonybél átfedő elváltozása, rosszindulatú daganata
43726;C1790;Vékonybél rosszindulatú daganata, k.m.n.
43727;C1800;Vakbél (coecum) rosszindulatú daganata
43728;C1810;Féregnyúlvány rosszindulatú daganata
43729;C1820;Colon ascendens rosszindulatú daganata
43730;C1830;Flexura hepatica rosszindulatú daganata
43731;C1840;Colon transversum rosszindulatú daganata
43732;C1850;Flexura lienalis rosszindulatú daganata
43733;C1860;Colon descendens rosszindulatú daganata
43734;C1870;Colon sigmoideum rosszindulatú daganata
43735;C1880;A vastagbél átfedő elváltozása, rosszindulatú daganata
43736;C1890;Vastagbél rosszindulatú daganata, k.m.n.
34469;C56H0;A petefészek rosszindulatú daganata
40392;J90H0;Mellüregi folyadékképződés, m.n.o.
43739;C2100;Végbélnyílás rosszindulatú daganata, k.m.n.
43740;C2110;Canalis analis rosszindulatú daganata
43741;C2120;Cloacogen zóna rosszindulatú daganata
43742;C2180;Rectum, anus és canalis analis átfedő elváltozása, rosszind. dagana
43743;C2200;Májsejt rák
43744;C2210;Intrahepaticus epeút rák
43745;C2220;Hepatoblastoma rosszindulatú daganata
43746;C2230;A máj angiosarcomája
43747;C2240;A máj egyéb sarcomái
43748;C2270;A máj egyéb meghatározott rákjai
43749;C2290;Máj rosszindulatú daganata, k.m.n.
40393;J91H0;Mellüregi folyadékképződés máshol osztályozott állapotokban
43751;C2400;Extrahepaticus epeút rosszindulatú daganata
43752;C2410;Papilla (ampulla) Vateri rosszindulatú daganata
43753;C2480;Az epeutak átfedő elváltozása, rosszindulatú daganata
43754;C2490;Epeút rosszindulatú daganata, k.m.n.
43755;C2500;Hasnyálmirigy fej rosszindulatú daganata
43756;C2510;Hasnyálmirigy test rosszindulatú daganata
43757;C2520;Hasnyálmirigy farok rosszindulatú daganata
43758;C2530;Hasnyálmirigy vezeték rosszindulatú daganata
43759;C2540;Endocrin pancreas rosszindulatú daganata
43760;C2570;A hasnyálmirigy egyéb részeinek rosszindulatú daganata
43761;C2580;A hasnyálmirigy átfedő rosszindulatú daganata
43762;C2590;Hasnyálmirigy rosszindulatú daganata, k.m.n.
33192;Q7740;A porcképződés hiánya (achondroplasia)
33222;Q8090;Veleszületett ichtyosis, k.m.n.
33229;Q8210;Xeroderma pigmentosum
33244;Q8420;A hajzat/szőrzet egyéb veleszületett rendellenességei
34578;T4321;Enyhe és kp. súlyos egyéb és k.m.n. antidepressivumok által okozott mérgezés
41229;E5010;A-vitamin-hiány Bitot-folttal és kötőhártya xerosissal
33634;H3320;Serosus retinaleválás
33635;H3330;Ideghártya szakadások leválás nélkül
33638;H3400;Retinalis arteria átmeneti elzáródása
35088;S6100;A kéz ujj(-ak) nyílt sebe a köröm sérülése nélkül
34588;T4400;Anticholinesterase szerek által okozott mérgezés
39288;D3561;A glomus caroticum paraganglion jóindulatú daganata
39300;D3720;Vékonybél bizonytalan és ismeretlen viselkedésű daganata
39308;I7920;Perifériás angiopathia máshova osztályozott betegségekben
39311;I8010;A vena femoralis gyulladása és thrombophlebitise
39315;I8080;Phlebitis és thrombophlebitis más helyeken
39319;I8200;Budd-Chiari-syndroma
39328;I8287;Véna axillaris emboliája és thrombosisa
40893;O8640;Ismeretlen eredetű lázas állapot szülés után
40904;O8830;Septicus embolisatio szüléssel összefüggésben
35097;S6240;A kézközépcsontok többszörös törése
35100;S6270;A kéz ujjainak többszörös törése
35101;S6280;A csukló és kéz k.m.n. részeinek törése
